,_id,title,url,description,syllabus,skills,ratings_count,prerequisites,duration,category,level,schoolName,instructors,enrolled_students_count,avg_rating,num_reviews,price,source,
10,6148a25ff3d9bb53b18dafcd,One on One Apple Personal Training for (MAC)  ,https://www.udemy.com/course/professionalize-your-experience-with-your-mac/,New to Macintosh? Converting from Windows? Let me put you on the fast track to learning how to use your Mac. (Advance),"['Teaching others how to use the power of a Mac Computer', 'Building core actions the will stay with you', 'Help you understand your Mac']",Not Available,18,"['Apple Computer', 'Internet Connection']",9.5 hours,course,excpert,Provided by Udemy Instructors,['Freedom Portis'],498,3.4,18,$24.99,Udemy,
11,6148a25ff3d9bb53b18dafce,Master Iron Condors - Double the credit for half the risk,https://www.udemy.com/course/iron-condor-options-trading-strategy/,"The Iron Condor is one of the most popular Options strategies, and it is the undisputed ""King of Time Decay strategies"".","['Understand what an Iron Condor strategy is', 'Master the trade setup criteria for an Iron Condor', 'Understand the profit mechanics from an Iron Condor', 'Why the Iron Condor is one of the most popular strategies of professional traders', 'What are the danger points in an Iron Condor and how do we deal with them', 'What are appropriate adjustment strategies for Iron Condors', 'How do we manage the losing the side of an Iron Condor', 'What is ""rolling a spread"" and how can we roll a losing side profitably']",Not Available,338,"['Excellent knowledge of Credit spreads and all material before it', 'Excellent understanding of Time decay and Implied Volatility concepts']",1.5 hours,course,excpert,Provided by Udemy Instructors,['Hari Swaminathan'],2692,4.7,338,$39.99,Udemy,
12,6148a25ff3d9bb53b18dafcf,Master Calendar Spreads with this live trade on Gold (GLD),https://www.udemy.com/course/calendar-spreads/,"Calendar spreads (aka ""Time Spreads"" or ""Horizontal Spreads"") are an effective Time decay and non-directional strategy.","['Master the art of putting on Calendar spreads', 'Learn why Calendar spreads are unique with its Greeks', 'When does the Calendar spread get into trouble', 'This is the toughest calendar spread trade that we put on the Gold ETF (GLD). Learn how this trade was managed', 'How you can turn losing trades into winners']",Not Available,94,"['Option basics - Long and short Options', 'Dynamics of different expiry series', 'Thorough understanding of the Option Greeks']",1 hour,course,excpert,Provided by Udemy Instructors,['Hari Swaminathan'],884,4.4,94,$39.99,Udemy,
13,6148a25ff3d9bb53b18dafd0,Send Healing to family and friends with EFT ,https://www.udemy.com/course/learn-to-send-healing-with-eft-to-family-and-friends/,EFT is easy to learn and apply that you can also send healing to friends and family with EFT to improve their lives,"['use this technique to overcome many of their limitations such as fear, anxiety, cravings eg. cigarettes and food', 'Change how you feel and respond to any situation in your life', 'Help friends and family feel really good', 'Reduce stress from your life with a simple technique', 'downloadable mp3 files', 'downloadable pdfs', '157 page downloadable EBook with protocols for issues from A to Z using EFT']",Not Available,32,"['Have an open mind and the intention to engage in all the exercises so that you will enjoy the benefits of using EFT', 'Have a quite place you will not be disturbed to complete all the exercises', 'Printer to print downloadable work sheets', 'If no printer is available a pen and paper']",1 hour,course,excpert,Provided by Udemy Instructors,['Alan Kirwan'],1213,4.8,32,$34.99,Udemy,
14,6148a25ff3d9bb53b18dafd1,Top 25 Microsoft Excel Advanced Formulas: Hands-on Tutorial,https://www.udemy.com/course/top-25-microsoft-excel-advanced-formulas-hand-on-tutorial/,Learn Excel 2013 advanced formulas in this hands-on tutorial. Become an expert and show your skills!,"['Master top 25 advanced formulas in Excel', 'Confidently work within the Excel environment', 'Increase operational efficiency', 'Learn using real world examples', 'Become proficient in building Excel formulas using 19 tutorials with over 3 hours of hands-on tutorials', 'VLookup, HLookup, Date & Time and much more']",Not Available,186,['Brush up on simple formulas before taking this course'],3 hours,course,excpert,Provided by Udemy Instructors,"['Syed Raza', 'ClayDesk E-learning']",17990,3.4,186,$44.99,Udemy,
15,6148a25ff3d9bb53b18dafd2,Guaranteed Success : ISTQB Agile Tester Certification,https://www.udemy.com/course/guaranteed-success-istqb-agile-tester-certification/,"The course that clarifies concept and teaches EVERYTHING about agile....Yes, it helps in clearing certification too :-)","['Everything about Agile', 'Difference between traditional methodology and Agile methodology', ""Tester's role in Agile"", 'How to successfully implement Agile and what to take care about', 'Benefits of Agile and risks associated']",Not Available,175,"['The participants should have clear idea about software testing, relevant concepts and development lifecycle models.', 'Having ISTQB foundation level certificate is a plus.']",3 hours,course,excpert,Provided by Udemy Instructors,['Bhumika Mehta'],782,3.9,175,$89.99,Udemy,
16,6148a25ff3d9bb53b18dafd3,EFT / TFT Master Practitioner Certification (ACCREDITED),https://www.udemy.com/course/eft-tft-tapping-master-practitioner-certification-expert/,"The next level of EFT & TFT is this ""EFT / TFT Tapping Master Practitioner Certification"" it's time for the Expert level","['Help yourself and others to overcome negative emotional states with EFT and TFT', 'Uncover the deeper levels of helping that EFT and TFT can provide', 'Discover advanced EFT & TFT patterns that will help you make positive change', 'Learn how to combine other helping disciplines with EFT to ensure you are the most effective Practitioner you can be', ""PLUS - you'll get an additional bonus section on Pain Relief that has come from my personal experience and is a pattern I developed using EFT & TFT"", 'PLUS - you get a full audio version of this EFT course so that you can listen to the lessons anywhere']",Not Available,1746,"['An idea of what EFT is would be helpful as this is a more advanced course', 'An open mind and a willingness to learn', 'A desire to help yourself and others through using EFT & TFT']",8 hours,course,excpert,Provided by Udemy Instructors,['Graham Nicholls'],14098,4.7,1746,$109.99,Udemy,
17,6148a25ff3d9bb53b18dafd4,Flutter - Advanced Course,https://www.udemy.com/course/flutter-advanced-course/,Learn to be a Flutter advanced programmer,"['Graphics', 'Animations', 'Mapping', 'Device Integration', 'Permissions', 'Camera', 'Firebase auth', 'Firebase storage', 'Firebase database']",Not Available,627,[],5 hours,course,excpert,Provided by Udemy Instructors,['Bryan Cairns'],95040,4.5,627,$24.99,Udemy,
18,6148a25ff3d9bb53b18dafd5,Cash Pooling to Globally Optimize Treasury Results,https://www.udemy.com/course/using-cash-pooling-to-optimize-financial-results/,"This course discusses pooling, the management technique used to globally optimize treasury results.","['Recognize the benefits of the cash pooling for financial results optimization.', 'Distinguish main forms of pooling techniques.', 'Recognize the appropriate cash-pooling approaches.', 'Identify steps on a path-to progress for pooling implementation.']",Not Available,1,"['Prerequisite: Previous experience in corporate finance', 'Advanced Preparation: None']",1 hour,course,excpert,Provided by Udemy Instructors,"['Illumeo Learning', 'Katarina Azib (Illumeo)']",9,3,1,$24.99,Udemy,
19,6148a25ff3d9bb53b18dafd6,Financial Planning Pro: No Beginners Allowed!,https://www.udemy.com/course/elite-production-be-in-the-top-1-of-financial-advisors/,Financial Planning Sales Tips and Techniques to Get Your Clients To Quadruple Their Savings With You,[],Not Available,1,['It is crucial that you download the workbook to help you master the skills in the lessons.'],12 hours,course,excpert,Provided by Udemy Instructors,['Jason Teteak'],36,5,1,$89.99,Udemy,
20,6148a25ff3d9bb53b18dafd7,CCNP ROUTE 300-101 Video Boot Camp With Chris Bryant,https://www.udemy.com/course/ccnp-route-on-demand-video-boot-camp/,Pass The CCNP ROUTE 300-101 Exam With Chris Bryant -- AND Prepare For Real-World Networking Success!,[],Not Available,824,[],30 hours,course,intermediate,Provided by Udemy Instructors,['Chris Bryant'],4417,4.7,824,$19.99,Udemy,
21,6148a25ff3d9bb53b18dafd8,CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery,https://www.udemy.com/course/advanced-credit-spreads/,Master the Bear Call and Bull Put Options Trading strategies and create the foundation for consistent performance.,"['Mastery of Credit Spreads - the Bear Call and Bull Put spreads', 'Learn to create monthly income strategies that consistently produce income', 'Advanced adjustment strategies to manage credit spreads', 'Master the art of adjusting credit spreads when they get into trouble', 'Construct monthly income strategies for consistent returns', 'Fine tune the art of picking the right strikes, expiry series and Volatility environment before placing a trade']",Not Available,162,"['Knowledge of Bull Put Spread and Bear Call Spread', 'Knowledge of basic Options - Calls and Puts']",2 hours,course,intermediate,Provided by Udemy Instructors,['Hari Swaminathan'],1271,4.7,162,$39.99,Udemy,
22,6148a25ff3d9bb53b18dafd9,SAP BW Data Modeling For Beginners Training 2017 - SAP BW,https://www.udemy.com/course/learn-sap-bw-for-beginners/,Learn about different SAP BW modeling concept  which will help you to make Flexible and Efficient Data Flow Designs,"['Gets you a sound understand of modeling which is bottle neck of BW', 'You will be able to understand the backend of Modeling', 'Gives you Full Conceptual Understanding of BW']",Not Available,97,"['SAP BW Remote Access.', 'Note Book, Pen, & Sharp Mind.', 'Last but not the least dedication to learn']",5.5 hours,course,intermediate,Provided by Udemy Instructors,['COGENT TUTORIALS'],1143,4,97,$89.99,Udemy,
23,6148a25ff3d9bb53b18dafda,Advanced Java Programming,https://www.udemy.com/course/advanced-java-programming/,Take Your Java Programming Skills To The Next Level. Become Proficient In Java Programming,['To build a deeper understanding of Java Programming and Development'],Not Available,854,[],8 hours,course,intermediate,Provided by Udemy Instructors,['Infinite Skills'],7896,4.3,853,$49.99,Udemy,
24,6148a25ff3d9bb53b18dafdb,The Strategy of Bargaining,https://www.udemy.com/course/bargaining101/,How to Model Negotiations,"['Understand the strategic dimensions of bargaining', 'Learn that bargaining is won or lost before anyone sits down at the bargaining table--cleverness is overrated', 'Prepare for future negotiations by knowing the core mechanisms that determine every bargaining outcome']",Not Available,32,"['Logical thinking', 'Background in game theory will be useful but totally unnecessary.']",5.5 hours,course,intermediate,Provided by Udemy Instructors,['William Spaniel'],721,3.8,32,$19.99,Udemy,
25,6148a25ff3d9bb53b18dafdc,Japanese Language Secrets: Speak Japanese Fluently Fast!,https://www.udemy.com/course/speak-japanese-fluently/,Japanese language lessons that will have you speaking Japanese fluently and confidently in 30 days or less guaranteed!,"['95 page eBook with lessons written in Hiragana, Kanji and Romaji', '32 video tutorial lessons coaching you how to speak fluent and functional Japanese', 'Listening drills that will develop your ear to handle hard to catch Japanese set expressions and service talk', 'Speaking drills - memorize hundreds of phrases with ""Listen and Repeat"" drills', 'Conversation Examples - Each lesson section comes with a recording of a practice conversation.', 'Bonus - Hiragana Video Tutorials & workbook', 'Bonus - Audio verb drills & ebook']",Not Available,80,"['An understanding of Hiragana and Basic Japanese would be helpful, but not required.', 'A strong desire to learn how to speak Japanese', 'A keen interest in Japan and Japanese culture']",6.5 hours,course,intermediate,Provided by Udemy Instructors,['Nicholas Kemp'],2258,3.8,80,$19.99,Udemy,
26,6148a25ff3d9bb53b18dafdd,Yoga @ Home with Meta - Immersion for Experienced Students,https://www.udemy.com/course/yoga-home-with-meta-immersion-for-experienced-students/,"Learn yoga 30 mins a day practicing same sequence daily; includes breathing practices, philosophy, meditation, chanting","['Learn to do yoga poses, working your edge of intensity', 'Build strength, flexibility and balance in your body', 'Learn to listen to you body and watch your mind', 'Learn simple meditation techniques you can take off the mat and into your life', 'Learn breathing practices to calm your mind and expand your breath', 'Learn basic yoga philosophy of practice and non attachment', 'Learn to take care of yourself day by day', 'Learn simple chanting techniques', 'Learn how to practice nonviolence toward yourself', 'Learn core strength and bandha practices']",Not Available,2,"['Yoga mat', 'Space for mat on floor', 'Empty stomach', 'Open mind']",1 hour,course,intermediate,Provided by Udemy Instructors,['Meta Hirschl'],43,3.9,2,$24.99,Udemy,
27,6148a25ff3d9bb53b18dafde,Cold Process Intermediate Soapmaking 1,https://www.udemy.com/course/cold-process-intermediate-soapmaking-1/,Layering and Embedding Techniques in Soap,"['Learn to create layers in soap', 'Learn to embed soap', 'Learn tips and tricks for success']",Not Available,8,"['CP Beginner Soapmaking class or equivalent experience', 'Desire to learn']",2 hours,course,intermediate,Provided by Udemy Instructors,['Erica D Pence'],70,4.7,8,$89.99,Udemy,
28,6148a25ff3d9bb53b18dafdf,Fabulae Faciles: Hercules,https://www.udemy.com/course/fabulae-faciles-hercules-h/,"Audio files, texts and study tips for the Fabulae Faciles stories on Hercules.","['Be prepared to move on to the more challenging ""Jason and the Argonauts"" stories of the Fabulae Faciles reader.', 'Establish a good study routine that will enable you to advance in the Latin language.', 'Perfect the basic elements of Latin syntax and grammar.', 'Develop a mastery of the essential vocabulary of all Latin authors.']",Not Available,14,['The Text of the Junior Latin Reader'],16.5 hours,course,intermediate,Provided by Udemy Instructors,['Ben Lugosch'],63,4.9,14,$19.99,Udemy,
29,6148a25ff3d9bb53b18dafe0,How to carry out a usability expert review,https://www.udemy.com/course/ux-reviews/,"Learn how to find and fix usability and user experience bloopers in web, software and mobile user interfaces.","['Appreciate the difference between a usability inspection and someone’s personal opinion.', 'Learn and practice some quick techniques for carrying out usability reviews of prototypes and finished products.', 'Apply Jakob Nielsen’s “heuristic evaluation” technique to software, products and web sites.', ""Compare Nielsen's heuristics with other sets of guidelines, like ISO’s 7 dialogue principles, Shniederman’s 8 golden rules of dialog design and Tog’s 16 principles of interaction design"", 'Uncover the elements of your design that lead new users to make errors, using the task-based “cognitive walkthrough” method.']",Not Available,571,['You should have an interest in and an enthusiasm for user interface design.'],5.5 hours,course,intermediate,Provided by Udemy Instructors,['David Travis'],3109,4.7,571,$49.99,Udemy,
30,6148a2b5f3d9bb53b18dafe1,Data Engineer,https://www.udacity.com/course/data-engineer-nanodegree--nd027,"Data Engineering is the foundation for the new world of Big Data. Enroll now to build production-ready data infrastructure, an essential skill for advancing your data career.",Not Available,"Data Modeling, Data Pipelines, Data Lakes, Spark, Airflow",1400,Intermediate Python & SQL,5 Months,nanodegree,intermediate,Udacity Schools,"['Amanda Moran', 'Ben Goldberg', 'Sameh El-Ansary', 'Olli Iivonen', 'David Drummond', 'Judit Lantos', 'Juno Lee']",Not Available,4.6,1400,EGP 27595,Udacity,
31,6148a2b5f3d9bb53b18dafe2,Data Analyst,https://www.udacity.com/course/data-analyst-nanodegree--nd002,"Use Python, SQL, and statistics to uncover insights, communicate critical findings, and create data-driven solutions.",Not Available,"Data Wrangling, Matplotlib, Bootstrapping, Pandas & NumPy, Statistics",2250,Python & SQL,4 Months,nanodegree,intermediate,Udacity Schools,"['Josh Bernhard', 'Sebastian Thrun', 'Derek Steer', 'Juno Lee', 'Mike Yi', 'David Venturi', 'Sam Nelson']",Not Available,4.6,2250,EGP 22076,Udacity,
32,6148a2b5f3d9bb53b18dafe3,Product Manager,https://www.udacity.com/course/product-manager-nanodegree--nd036,"Envision and execute the development of industry-defining products, and learn how to successfully bring them to market.",Not Available,"Product Strategy, Product Design, Product Development, Design Sprint, Product Launch",700,No Experience Required,4 Months,nanodegree,beginner,Udacity Schools,"['Anastasia Root', 'Alex King', 'Yuva Murugan']",Not Available,4.7,700,EGP 22076,Udacity,
33,6148a2b5f3d9bb53b18dafe4,Blockchain Developer,https://www.udacity.com/course/blockchain-developer-nanodegree--nd1309,"Demand for blockchain developers is skyrocketing. In this program, you'll work with the Bitcoin and Ethereum protocols, build projects for real-world application, and gain the essential skills for a career in this dynamic space.",Not Available,"Ethereum Blockchain, Blockchain Architecture, Data Auditing",Not Available,Object-oriented programming,5 Months,nanodegree,intermediate,Udacity Schools,[],Not Available,Not Available,Not Available,None,Udacity,
34,6148a2b5f3d9bb53b18dafe5,Programming for Data Science with Python,https://www.udacity.com/course/programming-for-data-science-nanodegree--nd104,"Learn the fundamental programming tools for data professionals: Python, SQL, the Terminal and Git.",Not Available,"Python, Numpy & Pandas, SQL, Git & GitHub",1200,None,3 Months,nanodegree,beginner,Udacity Schools,"['Josh Bernhard', 'Derek Steer', 'Juno Lee', 'Richard Kalehoff', 'Karl Krueger']",Not Available,4.8,1200,EGP 16557,Udacity,
35,6148a2b5f3d9bb53b18dafe6,Business Analytics,https://www.udacity.com/course/business-analytics-nanodegree--nd098,"Gain foundational data skills applicable to any industry. Collect and analyze data, model business scenarios, and communicate your findings with SQL, Excel, and Tableau.",Not Available,"Excel & Spreadsheets, SQL, Data Visualization, Data Dashboards",1600,None,3 Months,nanodegree,beginner,Udacity Schools,"['Josh Bernhard', 'Dana Sheahan', 'Mat Leonard', 'Derek Steer', 'Sam Nelson']",Not Available,4.7,1600,EGP 16557,Udacity,
36,6148a2b5f3d9bb53b18dafe7,Introduction to Programming,https://www.udacity.com/course/intro-to-programming-nanodegree--nd000,"Udacity's Intro to Programming is your first step towards careers in Web and App Development, Machine Learning, Data Science, AI, and more! This program is perfect for beginners.",Not Available,"Introduction to Programming, HTML, CSS, Python",Not Available,No Coding Experience Needed,4 Months,nanodegree,beginner,Udacity Schools,[],Not Available,Not Available,Not Available,None,Udacity,
37,6148a2b5f3d9bb53b18dafe8,C++,https://www.udacity.com/course/c-plus-plus-nanodegree--nd213,Get hands-on experience by building five real-world projects.,Not Available,"Data Structures & Algorithms, Memory Management, Concurrency, Object-oriented Programming, C++",Not Available,Intermediate Programming,4 Months,nanodegree,intermediate,Udacity Schools,[],Not Available,Not Available,Not Available,None,Udacity,
38,6148a2b5f3d9bb53b18dafe9,Deep Learning,https://www.udacity.com/course/deep-learning-nanodegree--nd101,Deep learning is driving advances in artificial intelligence that are changing our world. Enroll now to build and apply your own deep neural networks to produce amazing solutions to important challenges.,Not Available,"Deep Learning,  Neural Networks,  Jupyter Notebooks,  CNNs,  GANs",2050,Basic Python,4 Months,nanodegree,intermediate,Udacity Schools,"['Mat Leonard', 'Luis Serrano', 'Cezanne Camacho', 'Alexis Cook', 'Jennifer Staab', 'Sean Carrell', 'Ortal Arel', 'Jay Alammar', 'Daniel Jiang']",Not Available,4.7,2050,EGP 22076,Udacity,
39,6148a2b5f3d9bb53b18dafea,Data Scientist,https://www.udacity.com/course/data-scientist-nanodegree--nd025,"Build effective machine learning models, run data pipelines, build recommendation systems, and deploy solutions to the cloud with industry-aligned projects.",Not Available,"Machine Learning, Deep Learning, Software Engineering",1000,"Python, SQL & Statistics",4 Months,nanodegree,advanced,Udacity Schools,"['Josh Bernhard', 'Juno Lee', 'Luis Serrano', 'Andrew Paster', 'Mike Yi', 'David Drummond', 'Judit Lantos']",Not Available,4.7,1000,EGP 22076,Udacity,
40,6148a2b5f3d9bb53b18dafeb,Digital Marketing,https://www.udacity.com/course/digital-marketing-nanodegree--nd018,Gain real-world experience running live campaigns as you learn from top experts in the field. Launch your career with a 360-degree understanding of digital marketing.,Not Available,"Digital Marketing, Social Media Marketing, Facebook Marketing, Search Engine Optimization, Search Engine Marketing, Display Ads, Search Ads",1650,No Experience Required.,3 Months,nanodegree,beginner,Udacity Schools,"['Anke Audenaert', 'Daniel Kob', 'Julia Aspinal']",Not Available,4.7,1650,EGP 16557,Udacity,
41,6148a2b5f3d9bb53b18dafec,Machine Learning Engineer,https://www.udacity.com/course/machine-learning-engineer-nanodegree--nd009t,"Become a machine learning engineer and apply predictive models to massive data sets in fields like education, finance, healthcare or robotics.",Not Available,"Machine Learning, Supervised Learning, Unsupervised Learning, Deep Learning",850,Intermediate Python & Machine Learning Algorithms,3 Months,nanodegree,intermediate,Udacity Schools,"['Cezanne Camacho', 'Mat Leonard', 'Luis Serrano', 'Dan Romuald Mbanga', 'Jennifer Staab', 'Sean Carrell', 'Josh Bernhard', 'Jay Alammar', 'Andrew Paster']",Not Available,4.5,850,EGP 16557,Udacity,
42,6148a2b5f3d9bb53b18dafed,Artificial Intelligence for Trading,https://www.udacity.com/course/ai-for-trading--nd880,"Complete real-world projects designed by industry experts, covering topics from asset management to trading signal generation. Master AI algorithms for trading, and build your career-ready portfolio.",Not Available,"Momentum Trading Strategy, Smart Beta, Alpha Factors, Natural Language Processing, Deep Learning, Neural Networks",750,Python & Mathematics,6 Months,nanodegree,intermediate,Udacity Schools,"['Cindy Lin', 'Arpan Chakraborty', 'Elizabeth Otto Hamel', 'Eddy Shyu', 'Brok Bucholtz', 'Parnian Barekatain', 'Juan Delgado', 'Luis Serrano', 'Cezanne Camacho', 'Mat Leonard']",Not Available,4.6,750,EGP 33114,Udacity,
43,6148a2b5f3d9bb53b18dafee,Front End Web Developer,https://www.udacity.com/course/front-end-web-developer-nanodegree--nd0011,Learn how to build high quality websites and dynamic applications to create stunning user experiences for the web.,Not Available,"JavaScript, HTML, CSS, Webpack, Flexbox, Node, Object-oriented Programming",Not Available,"Knowledge of basic HTML, CSS, and JavaScript",4 Months,nanodegree,intermediate,Udacity Schools,[],Not Available,Not Available,Not Available,None,Udacity,
44,6148a2b5f3d9bb53b18dafef,AI Programming with Python,https://www.udacity.com/course/ai-programming-python-nanodegree--nd089,"Learn Python, NumPy, Pandas, Matplotlib, PyTorch, Calculus, and Linear Algebra—the foundations for building your own neural network.",Not Available,"Python, NumPy, Pandas, Matplotlib, PyTorch",950,Basic Algebra and Programming Knowledge,3 Months,nanodegree,beginner,Udacity Schools,"['Ortal Arel', 'Luis Serrano', 'Jennifer Staab', 'Juan Delgado', 'Grant Sanderson', 'Mat Leonard', 'Mike Yi', 'Juno Lee', 'Andrew Paster']",Not Available,4.6,950,EGP 16557,Udacity,
45,6148a2b5f3d9bb53b18daff0,Full Stack Web Developer,https://www.udacity.com/course/full-stack-web-developer-nanodegree--nd0044,"Learn to design and develop powerful modern web applications that form the foundation for the apps, websites, and systems that people and businesses use every day.",Not Available,"Python, JavaScript, PostgreSQL, Flask, Docker, Kubernetes",Not Available,"Prior experience with Python, CSS/HTML, and Git",4 Months,nanodegree,intermediate,Udacity Schools,[],Not Available,Not Available,Not Available,None,Udacity,
46,6148a2b5f3d9bb53b18daff1,UX Designer,https://www.udacity.com/course/ux-designer-nanodegree--nd578,Design impactful user experiences for products in today’s digital world.,Not Available,"User Research, User Experience, Prototyping, Interactive Design, User Interface Design, Usability Testing",Not Available,No Experience Required.,3 Months,nanodegree,beginner,Udacity Schools,[],Not Available,Not Available,Not Available,None,Udacity,
47,6148a2b5f3d9bb53b18daff2,Self-Driving Car Engineer,https://www.udacity.com/course/self-driving-car-engineer-nanodegree--nd0013,"In this program, you will learn the techniques that power self-driving cars across the full stack of a vehicle’s autonomous capabilities. Using Deep Learning with radar and lidar sensor fusion, you will train the vehicle to detect and identify its surroundings to inform navigation.",Not Available,"Computer Vision, Deep Learning, Sensor Fusion, Localization, Self-Driving Cars, Path Planning and Control",Not Available,"Python, C++, Linear Algebra and Calculus",5 Months,nanodegree,advanced,Udacity Schools,"['Thomas Hossler', 'Antje Muntzinger', 'Andreas Haja', 'Aaron Brown', 'Munir Jojo Verge', 'Mathilde Badoual', 'David Silver']",Not Available,Not Available,Not Available,None,Udacity,
